# module_ID pad_ID ch_status(0:OK, 1:dead, 2:noisy, 3:hot)
103 0 0
103 1 0
103 2 0
103 3 0
103 4 0
103 5 0
103 6 0
103 7 0
103 8 0
103 9 0
103 10 0
103 11 0
103 12 0
103 13 0
103 14 0
103 15 0
103 16 0
103 17 0
103 18 0
103 19 0
103 20 0
103 21 0
103 22 0
103 23 0
103 24 0
103 25 0
103 26 0
103 27 0
103 28 0
103 29 0
103 30 0
103 31 0
103 32 0
103 33 0
103 34 0
103 35 0
103 36 0
103 37 0
103 38 0
103 39 0
103 40 0
103 41 0
103 42 0
103 43 0
103 44 0
103 45 0
103 46 0
103 47 0
103 48 0
103 49 0
103 50 0
103 51 0
103 52 0
103 53 0
103 54 0
103 55 0
103 56 0
103 57 0
103 58 0
103 59 0
103 60 0
103 61 0
103 62 0
103 63 0
103 64 0
103 65 0
103 66 0
103 67 0
103 68 0
103 69 0
103 70 0
103 71 0
103 72 0
103 73 0
103 74 0
103 75 0
103 76 0
103 77 0
103 78 0
103 79 0
103 80 0
103 81 0
103 82 0
103 83 0
103 84 0
103 85 0
103 86 0
103 87 0
103 88 0
103 89 0
103 90 0
103 91 0
103 92 0
103 93 0
103 94 0
103 95 0
103 96 0
103 97 0
103 98 0
103 99 0
103 100 0
103 101 0
103 102 0
103 103 0
103 104 0
103 105 0
103 106 0
103 107 0
103 108 0
103 109 0
103 110 0
103 111 0
103 112 0
103 113 0
103 114 0
103 115 0
103 116 0
103 117 0
103 118 0
103 119 0
103 120 0
103 121 0
103 122 0
103 123 0
103 124 0
103 125 0
103 126 0
103 127 0
103 128 0
103 129 0
103 130 0
103 131 0
103 132 0
103 133 0
103 134 0
103 135 0
103 136 0
103 137 0
103 138 0
103 139 0
103 140 0
103 141 0
103 142 0
103 143 0
103 144 0
103 145 0
103 146 0
103 147 0
103 148 0
103 149 0
103 150 0
103 151 0
103 152 0
103 153 0
103 154 0
103 155 0
103 156 0
103 157 0
103 158 0
103 159 0
103 160 0
103 161 0
103 162 0
103 163 0
103 164 0
103 165 0
103 166 0
103 167 0
103 168 0
103 169 0
103 170 0
103 171 0
103 172 0
103 173 0
103 174 0
103 175 0
103 176 0
103 177 0
103 178 0
103 179 0
103 180 0
103 181 0
103 182 0
103 183 0
103 184 0
103 185 0
103 186 0
103 187 0
103 188 0
103 189 0
103 190 0
103 191 0
103 192 0
103 193 0
103 194 0
103 195 0
103 196 0
103 197 0
103 198 0
103 199 0
103 200 0
103 201 0
103 202 0
103 203 0
103 204 0
103 205 0
103 206 0
103 207 0
103 208 0
103 209 0
103 210 0
103 211 0
103 212 0
103 213 0
103 214 0
103 215 0
103 216 0
103 217 0
103 218 0
103 219 0
103 220 0
103 221 0
103 222 0
103 223 0
103 224 0
103 225 0
103 226 0
103 227 0
103 228 0
103 229 0
103 230 0
103 231 0
103 232 0
103 233 0
103 234 0
103 235 0
103 236 0
103 237 0
103 238 0
103 239 0
103 240 0
103 241 0
103 242 0
103 243 0
103 244 0
103 245 0
103 246 0
103 247 0
103 248 0
103 249 0
103 250 0
103 251 0
103 252 0
103 253 0
103 254 0
103 255 0
103 256 0
103 257 0
103 258 0
103 259 0
103 260 0
103 261 0
103 262 0
103 263 0
103 264 0
103 265 0
103 266 0
103 267 0
103 268 0
103 269 0
103 270 0
103 271 0
103 272 0
103 273 0
103 274 0
103 275 0
103 276 0
103 277 0
103 278 0
103 279 0
103 280 0
103 281 0
103 282 0
103 283 0
103 284 0
103 285 0
103 286 0
103 287 0
103 288 0
103 289 0
103 290 0
103 291 0
103 292 0
103 293 0
103 294 0
103 295 0
103 296 0
103 297 0
103 298 0
103 299 0
103 300 0
103 301 0
103 302 0
103 303 0
103 304 0
103 305 0
103 306 0
103 307 0
103 308 0
103 309 0
103 310 0
103 311 0
103 312 0
103 313 0
103 314 0
103 315 0
103 316 0
103 317 0
103 318 0
103 319 0
103 320 0
103 321 0
103 322 0
103 323 0
103 324 0
