1	0	0	101	20	0	2
1	0	1	101	10	0	1
1	0	2	101	0	0	0
1	0	3	101	21	1	2
1	0	4	101	11	1	1
1	0	5	101	1	1	0
1	0	6	101	2	2	0
1	0	7	101	12	2	1
1	0	8	101	22	2	2
1	0	9	101	23	3	2
1	0	10	101	13	3	1
1	0	11	101	3	3	0
1	0	12	101	24	4	2
1	0	13	101	14	4	1
1	0	14	101	4	4	0
1	0	15	101	5	5	0
1	0	16	101	15	5	1
1	0	17	101	25	5	2
1	0	18	255	255	255	255
1	0	19	255	255	255	255
1	0	20	255	255	255	255
1	0	21	255	255	255	255
1	0	22	255	255	255	255
1	0	23	255	255	255	255
1	0	24	255	255	255	255
1	0	25	255	255	255	255
1	0	26	255	255	255	255
1	0	27	255	255	255	255
1	0	28	255	255	255	255
1	0	29	255	255	255	255
1	0	30	255	255	255	255
1	0	31	255	255	255	255
1	0	32	101	32	2	3
1	0	33	101	42	2	4
1	0	34	101	52	2	5
1	0	35	101	31	1	3
1	0	36	101	41	1	4
1	0	37	101	51	1	5
1	0	38	101	50	0	5
1	0	39	101	40	0	4
1	0	40	101	30	0	3
1	0	41	101	35	5	3
1	0	42	101	45	5	4
1	0	43	101	55	5	5
1	0	44	101	34	4	3
1	0	45	101	44	4	4
1	0	46	101	54	4	5
1	0	47	101	53	3	5
1	0	48	101	43	3	4
1	0	49	101	33	3	3
1	0	50	255	255	255	255
1	0	51	255	255	255	255
1	0	52	255	255	255	255
1	0	53	255	255	255	255
1	0	54	255	255	255	255
1	0	55	255	255	255	255
1	0	56	255	255	255	255
1	0	57	255	255	255	255
1	0	58	255	255	255	255
1	0	59	255	255	255	255
1	0	60	255	255	255	255
1	0	61	255	255	255	255
1	0	62	255	255	255	255
1	0	63	255	255	255	255
1	1	0	102	20	0	2
1	1	1	102	10	0	1
1	1	2	102	0	0	0
1	1	3	102	21	1	2
1	1	4	102	11	1	1
1	1	5	102	1	1	0
1	1	6	102	2	2	0
1	1	7	102	12	2	1
1	1	8	102	22	2	2
1	1	9	102	23	3	2
1	1	10	102	13	3	1
1	1	11	102	3	3	0
1	1	12	102	24	4	2
1	1	13	102	14	4	1
1	1	14	102	4	4	0
1	1	15	102	5	5	0
1	1	16	102	15	5	1
1	1	17	102	25	5	2
1	1	18	255	255	255	255
1	1	19	255	255	255	255
1	1	20	255	255	255	255
1	1	21	255	255	255	255
1	1	22	255	255	255	255
1	1	23	255	255	255	255
1	1	24	255	255	255	255
1	1	25	255	255	255	255
1	1	26	255	255	255	255
1	1	27	255	255	255	255
1	1	28	255	255	255	255
1	1	29	255	255	255	255
1	1	30	255	255	255	255
1	1	31	255	255	255	255
1	1	32	102	32	2	3
1	1	33	102	42	2	4
1	1	34	102	52	2	5
1	1	35	102	31	1	3
1	1	36	102	41	1	4
1	1	37	102	51	1	5
1	1	38	102	50	0	5
1	1	39	102	40	0	4
1	1	40	102	30	0	3
1	1	41	102	35	5	3
1	1	42	102	45	5	4
1	1	43	102	55	5	5
1	1	44	102	34	4	3
1	1	45	102	44	4	4
1	1	46	102	54	4	5
1	1	47	102	53	3	5
1	1	48	102	43	3	4
1	1	49	102	33	3	3
1	1	50	255	255	255	255
1	1	51	255	255	255	255
1	1	52	255	255	255	255
1	1	53	255	255	255	255
1	1	54	255	255	255	255
1	1	55	255	255	255	255
1	1	56	255	255	255	255
1	1	57	255	255	255	255
1	1	58	255	255	255	255
1	1	59	255	255	255	255
1	1	60	255	255	255	255
1	1	61	255	255	255	255
1	1	62	255	255	255	255
1	1	63	255	255	255	255
1	2	0	103	20	0	2
1	2	1	103	10	0	1
1	2	2	103	0	0	0
1	2	3	103	21	1	2
1	2	4	103	11	1	1
1	2	5	103	1	1	0
1	2	6	103	2	2	0
1	2	7	103	12	2	1
1	2	8	103	22	2	2
1	2	9	103	23	3	2
1	2	10	103	13	3	1
1	2	11	103	3	3	0
1	2	12	103	24	4	2
1	2	13	103	14	4	1
1	2	14	103	4	4	0
1	2	15	103	5	5	0
1	2	16	103	15	5	1
1	2	17	103	25	5	2
1	2	18	255	255	255	255
1	2	19	255	255	255	255
1	2	20	255	255	255	255
1	2	21	255	255	255	255
1	2	22	255	255	255	255
1	2	23	255	255	255	255
1	2	24	255	255	255	255
1	2	25	255	255	255	255
1	2	26	255	255	255	255
1	2	27	255	255	255	255
1	2	28	255	255	255	255
1	2	29	255	255	255	255
1	2	30	255	255	255	255
1	2	31	255	255	255	255
1	2	32	103	32	2	3
1	2	33	103	42	2	4
1	2	34	103	52	2	5
1	2	35	103	31	1	3
1	2	36	103	41	1	4
1	2	37	103	51	1	5
1	2	38	103	50	0	5
1	2	39	103	40	0	4
1	2	40	103	30	0	3
1	2	41	103	35	5	3
1	2	42	103	45	5	4
1	2	43	103	55	5	5
1	2	44	103	34	4	3
1	2	45	103	44	4	4
1	2	46	103	54	4	5
1	2	47	103	53	3	5
1	2	48	103	43	3	4
1	2	49	103	33	3	3
1	2	50	255	255	255	255
1	2	51	255	255	255	255
1	2	52	255	255	255	255
1	2	53	255	255	255	255
1	2	54	255	255	255	255
1	2	55	255	255	255	255
1	2	56	255	255	255	255
1	2	57	255	255	255	255
1	2	58	255	255	255	255
1	2	59	255	255	255	255
1	2	60	255	255	255	255
1	2	61	255	255	255	255
1	2	62	255	255	255	255
1	2	63	255	255	255	255
1	3	0	104	20	0	2
1	3	1	104	10	0	1
1	3	2	104	0	0	0
1	3	3	104	21	1	2
1	3	4	104	11	1	1
1	3	5	104	1	1	0
1	3	6	104	2	2	0
1	3	7	104	12	2	1
1	3	8	104	22	2	2
1	3	9	104	23	3	2
1	3	10	104	13	3	1
1	3	11	104	3	3	0
1	3	12	104	24	4	2
1	3	13	104	14	4	1
1	3	14	104	4	4	0
1	3	15	104	5	5	0
1	3	16	104	15	5	1
1	3	17	104	25	5	2
1	3	18	255	255	255	255
1	3	19	255	255	255	255
1	3	20	255	255	255	255
1	3	21	255	255	255	255
1	3	22	255	255	255	255
1	3	23	255	255	255	255
1	3	24	255	255	255	255
1	3	25	255	255	255	255
1	3	26	255	255	255	255
1	3	27	255	255	255	255
1	3	28	255	255	255	255
1	3	29	255	255	255	255
1	3	30	255	255	255	255
1	3	31	255	255	255	255
1	3	32	104	32	2	3
1	3	33	104	42	2	4
1	3	34	104	52	2	5
1	3	35	104	31	1	3
1	3	36	104	41	1	4
1	3	37	104	51	1	5
1	3	38	104	50	0	5
1	3	39	104	40	0	4
1	3	40	104	30	0	3
1	3	41	104	35	5	3
1	3	42	104	45	5	4
1	3	43	104	55	5	5
1	3	44	104	34	4	3
1	3	45	104	44	4	4
1	3	46	104	54	4	5
1	3	47	104	53	3	5
1	3	48	104	43	3	4
1	3	49	104	33	3	3
1	3	50	255	255	255	255
1	3	51	255	255	255	255
1	3	52	255	255	255	255
1	3	53	255	255	255	255
1	3	54	255	255	255	255
1	3	55	255	255	255	255
1	3	56	255	255	255	255
1	3	57	255	255	255	255
1	3	58	255	255	255	255
1	3	59	255	255	255	255
1	3	60	255	255	255	255
1	3	61	255	255	255	255
1	3	62	255	255	255	255
1	3	63	255	255	255	255
2	0	0	106	20	0	2
2	0	1	106	10	0	1
2	0	2	106	0	0	0
2	0	3	106	21	1	2
2	0	4	106	11	1	1
2	0	5	106	1	1	0
2	0	6	106	2	2	0
2	0	7	106	12	2	1
2	0	8	106	22	2	2
2	0	9	106	23	3	2
2	0	10	106	13	3	1
2	0	11	106	3	3	0
2	0	12	106	24	4	2
2	0	13	106	14	4	1
2	0	14	106	4	4	0
2	0	15	106	5	5	0
2	0	16	106	15	5	1
2	0	17	106	25	5	2
2	0	18	255	255	255	255
2	0	19	255	255	255	255
2	0	20	255	255	255	255
2	0	21	255	255	255	255
2	0	22	255	255	255	255
2	0	23	255	255	255	255
2	0	24	255	255	255	255
2	0	25	255	255	255	255
2	0	26	255	255	255	255
2	0	27	255	255	255	255
2	0	28	255	255	255	255
2	0	29	255	255	255	255
2	0	30	255	255	255	255
2	0	31	255	255	255	255
2	0	32	106	32	2	3
2	0	33	106	42	2	4
2	0	34	106	52	2	5
2	0	35	106	31	1	3
2	0	36	106	41	1	4
2	0	37	106	51	1	5
2	0	38	106	50	0	5
2	0	39	106	40	0	4
2	0	40	106	30	0	3
2	0	41	106	35	5	3
2	0	42	106	45	5	4
2	0	43	106	55	5	5
2	0	44	106	34	4	3
2	0	45	106	44	4	4
2	0	46	106	54	4	5
2	0	47	106	53	3	5
2	0	48	106	43	3	4
2	0	49	106	33	3	3
2	0	50	255	255	255	255
2	0	51	255	255	255	255
2	0	52	255	255	255	255
2	0	53	255	255	255	255
2	0	54	255	255	255	255
2	0	55	255	255	255	255
2	0	56	255	255	255	255
2	0	57	255	255	255	255
2	0	58	255	255	255	255
2	0	59	255	255	255	255
2	0	60	255	255	255	255
2	0	61	255	255	255	255
2	0	62	255	255	255	255
2	0	63	255	255	255	255
2	1	0	107	20	0	2
2	1	1	107	10	0	1
2	1	2	107	0	0	0
2	1	3	107	21	1	2
2	1	4	107	11	1	1
2	1	5	107	1	1	0
2	1	6	107	2	2	0
2	1	7	107	12	2	1
2	1	8	107	22	2	2
